Store_Name,Address,Address Line #2,City,State,Zip,Zip4,County,Location 1
St. Albans Jolley 150,711 Fairfax Rd,,Saint Albans,VT,5478,4424,FRANKLIN ,"(44.795425, -73.073601)"
Jolley Mobil 146,1110 Shelburne Rd,,South Burlington,VT,5403,6942,CHITTENDEN ,"(44.438248, -73.210243)"
Williston Road Short Stop 105,1314 Williston Rd,,South Burlington,VT,5403,5766,CHITTENDEN ,"(44.467049, -73.171837)"
Circle Mountain Farm,280 Lee Rd,,Guilford,VT,5301,8527,WINDHAM ,"(42.812336, -72.633583)"
The Great Energy Store,509 South Barre Road,,South Barre,VT,5670,,WASHINGTON ,"(44.172916, -72.507744)"
Libbey's Meat Market,933 E Burke Rd,,Lyndonville,VT,5851,9109,CALEDONIA ,"(44.550205, -71.98465)"
Wild Carrot Farm Store,511 Upper Dummerston Rd,,Brattleboro,VT,5301,9096,WINDHAM ,"(42.874996, -72.583382)"
Dollar General 15340,540 N Main St,,Barre,VT,5641,2504,WASHINGTON ,"(44.208008, -72.513702)"
Milton Farmers' Market,209 Route 7 S,,Milton,VT,5468,4570,CHITTENDEN ,"(44.62479, -73.118019)"
Jeffersonville Farmers' And Artisan Market,4809 Route 15 & 108s,,Jeffersonville,VT,5464,,LAMOILLE ,"(44.644623, -72.834114)"
Hartland Farmers' Market,153 Route 5,At The Library,Hartland,VT,5048,,WINDSOR ,"(43.539333, -72.399719)"
Jiffy Mart 45,355 Main St,,West Rutland,VT,5777,9520,RUTLAND ,"(43.593224, -73.044769)"
Jiffy Mart,932 Memorial Dr,,Saint Johnsbury,VT,5819,9243,CALEDONIA ,"(44.445816, -72.015549)"
The Sticks Country Store and Deli Inc,1711 North Main St,,Montgomery,VT,5470,,FRANKLIN ,"(44.900162, -72.634308)"
Bristol Discount Beverage And Redemption,21 Prince Ln,,Bristol,VT,5443,1224,ADDISON ,"(44.133438, -73.076363)"
"James Petro, LLC",97 Westminster St,,Bellows Falls,VT,5101,1544,WINDHAM ,"(43.128883, -72.444412)"
Family Dollar 9263,199 R 7 South,Ste 103,Milton,VT,5468,3605,CHITTENDEN ,"(44.631989, -73.115326)"
Rb's Delicatessen,232 Chelsea St,,South Royalton,VT,5068,,WINDSOR ,"(43.819984, -72.522118)"
Trader Joe's 527,200 Dorset St,,South Burlington,VT,5403,6243,CHITTENDEN ,"(44.463696, -73.180672)"
Dollar General 15225,200 S Main St,,Rutland,VT,5701,4812,RUTLAND ,"(43.594734, -72.969688)"
Bayside Triple M & Deli,49 Heineberg Dr,,Colchester,VT,5446,,CHITTENDEN ,"(44.53598, -73.248154)"
Jiffy Mart 35,530 Waits River Rd,,Bradford,VT,5033,8200,ORANGE ,"(43.981556, -72.121368)"
Dollar General 15501,1755 US Rte 302,,Berlin,VT,5602,,WASHINGTON ,"(44.233315, -72.553932)"
Wood Meadow Market,342 Main St N,,Enosburg Falls,VT,5450,5990,FRANKLIN ,"(44.907536, -72.804901)"
Paul Mazza's Fruit And Vegetable Stand,182 River Rd,,Essex Junction,VT,5452,3946,CHITTENDEN ,"(44.479092, -73.059029)"
Will's Store,293 Vt Rte 110,,Chelsea,VT,5038,4411,ORANGE ,"(43.95504, -72.464561)"
305 South,305 South St,,Bennington,VT,5201,2370,BENNINGTON ,"(42.876152, -73.197296)"
Dollar Tree 5666,66 Morrisville Plz,,Morrisville,VT,5661,,LAMOILLE ,"(44.574417, -72.59227)"
Meadow Mart,284 Elm St,,Montpelier,VT,5602,2211,WASHINGTON ,"(44.266003, -72.569107)"
Jersey Girls Farm Cafe And Market,32 Vt Route 10,,Chester,VT,5143,9791,WINDSOR ,"(43.324661, -72.605453)"
King's Corner Deli,41 King St,,Burlington,VT,5401,4702,CHITTENDEN ,"(44.47459, -73.217209)"
Middlesex Country Store Inc.,903 US Route 2,,Montpelier,VT,5602,8872,WASHINGTON ,"(44.292213, -72.678162)"
Orwell Gas N Go,330 Route 22a,,Orwell,VT,5760,9619,ADDISON ,"(43.802277, -73.305305)"
Dollar Tree 5657,499 Canal St,Ste 6,Brattleboro,VT,5301,3421,WINDHAM ,"(42.83881, -72.565285)"
Morrisville Farmers Market,Portland Street,,Morrisville,VT,5661,,LAMOILLE ,"(44.563526, -72.598389)"
Cumberland Farms 8034,957 Broad St,,Lyndonville,VT,5851,8703,CALEDONIA ,"(44.533012, -72.002991)"
Dollar General 14214,864 Ethan Allen Hwy,,Milton,VT,5468,9710,CHITTENDEN ,"(44.691429, -73.108757)"
Everest Asian Market,62 Pearl St,,Essex Junction,VT,5452,3620,CHITTENDEN ,"(44.493355, -73.117874)"
Jake's South Street Market,181 South St,,Springfield,VT,5156,3219,WINDSOR ,"(43.285877, -72.476929)"
Milton Beverage,484 Route 7 S,,Milton,VT,5468,3873,CHITTENDEN ,"(44.627693, -73.142525)"
Dollar General 14930,234 US Route 2 S,,Alburgh,VT,5440,9799,GRAND ISLE ,"(44.959705, -73.277069)"
CVS 10126,4730 US Route 5,,Newport,VT,5855,9480,ORLEANS ,"(44.951237, -72.162872)"
KINNEY DRUGS  11,800 US Route 302,,Barre,VT,5641,2310,WASHINGTON ,"(44.169243, -72.461082)"
KINNEY DRUGS  18,164 Swanton Rd,,Saint Albans,VT,5478,2601,FRANKLIN ,"(44.8358, -73.080101)"
KINNEY DRUGS 22,115B Monkton Rd,,Vergennes,VT,5491,9778,ADDISON ,"(44.171837, -73.240158)"
KINNEY DRUGS 38,40 Court St,Ste 1,Middlebury,VT,5753,4449,ADDISON ,"(44.011189, -73.163826)"
HANNAFORD  301,141 Hannaford Sq,Ste 2,Bennington,VT,5201,1653,BENNINGTON ,"(42.907318, -73.222588)"
DESORCIE'S,PO Box 97,,Highgate Center,VT,5459,97,FRANKLIN ,"(44.954765, -73.018555)"
HANNAFORD FOOD & DRUG 355,277 Swanton Rd,,St Albans,VT,5478,,FRANKLIN ,"(44.837875, -73.081413)"
Cumberland Farms 8034,957 Broad St,,Lyndonville,VT,5851,8703,CALEDONIA ,"(44.533012, -72.002991)"
Hunger Mountain Coop Inc.,623 Stone Cutters Way,,Montpelier,VT,5602,3635,WASHINGTON ,"(44.253525, -72.571404)"
KEELERS BAY VARIETY INC,500 Route 2,,South Hero,VT,5486,4219,GRAND ISLE ,"(44.662094, -73.322144)"
MAYHEW'S CORNER STORE,1 River St,,Richford,VT,5476,1224,FRANKLIN ,"(44.996929, -72.670883)"
BRAULTS MARKET,6673 VT Route 100,,Troy,VT,5868,,ORLEANS ,"(44.904076, -72.404144)"
CURRIERS QUALITY MKT INC,1 Main St,,Glover,VT,5839,,ORLEANS ,"(44.665142, -72.215668)"
Schwans Home Service BELLOWS FALLS DEPOT #111150 111150,ROUTE 5 SOUTH,,BELLOWS FALLS,VT,5101,,WINDHAM ,"(43.182095, -72.492043)"
BARNET VILLAGE STORE,90 MONUMENT CIRCLE,,BARNET,VT,5821,,CALEDONIA ,"(44.296574, -72.049606)"
WILLEY'S STORE INC,7 Breezy Ave,,Greensboro,VT,5841,,ORLEANS ,"(44.575714, -72.295815)"
Schwans Home Service BARRE DEPOT #111180 111180,72 Pitman Rd,,Barre,VT,5641,8933,WASHINGTON ,"(44.172619, -72.484314)"
MEHURON'S MARKET LTD,RT 100 VILLAGE SQ SHP,,WAITSFIELD,VT,5673,59,WASHINGTON ,"(44.18663, -72.843803)"
A & B BEVERAGE,193 US Route 2,,Grand Isle,VT,5458,2457,GRAND ISLE ,"(44.71941, -73.295013)"
WHITE MARKET,128 MAIN STREET,,Lyndonville,VT,5851,45,CALEDONIA ,"(44.53574, -72.004692)"
TRACYS MIDWAY STATION,5326 Vermont Route 14,,Sharon,VT,5065,6501,WINDSOR ,"(43.782898, -72.459999)"
MIDDLE ROAD MARKET,69 Middle Rd,,Milton,VT,5468,3730,CHITTENDEN ,"(44.619022, -73.120003)"
HASTINGS STORE,2748 US Route 2 W,,West Danville,VT,5873,9998,CALEDONIA ,"(44.408775, -72.194504)"
CENTRAL MARKET INC,50 Summer St,,Barre,VT,5641,3726,WASHINGTON ,"(44.200596, -72.503014)"
C P DUDLEY STORE,US ROUTE 2,,E MONTPELIER,VT,5651,146,WASHINGTON ,"(44.244755, -72.504112)"
STERN'S QUALITY PRODUCE,83 Pine St,,White River Junction,VT,5001,7031,WINDSOR ,"(43.652912, -72.317177)"
R DENTE MARKET,406 N Main St,,Barre,VT,5641,4090,WASHINGTON ,"(44.203369, -72.508728)"
HANNAFORD  353,21A Essex Way,,Essex Jct,VT,5452,,CHITTENDEN ,"(44.503815, -73.079834)"
COBURNS GENERAL STORE,216 VT Rte 132,,South Strafford,VT,5070,9700,ORANGE ,"(43.834152, -72.360786)"
HEALTHY LIVING,222 Dorset St,,S Burlington,VT,5403,6243,CHITTENDEN ,"(44.462925, -73.180527)"
CUMBERLAND FARMS 8012,604 Portland St,,St Johnsbury,VT,5819,2057,CALEDONIA ,"(44.421101, -72.003487)"
TOMS CUSTOM MEAT CUTTING,4 2nd St,,Fair Haven,VT,5743,1045,RUTLAND ,"(43.598831, -73.266884)"
CENTER MARKET INC,3897 ETHAN ALLEN HWY,,GEORGIA,VT,5457,,FRANKLIN ,"(44.727173, -73.118019)"
WINGS SUPERMARKET- FAIRLEE,9 Route 5 S,,FAIRLEE,VT,5045,,ORANGE ,"(43.904003, -72.149841)"
HANNAFORD 303,218 Hanneford Dr,,South Burlington,VT,5403,6958,CHITTENDEN ,"(44.441837, -73.214211)"
DICK MAZZAS GENERAL STORE INC,777 W Lakeshore Dr,,Colchester,VT,5446,1539,CHITTENDEN ,"(44.550491, -73.229347)"
SHELBURNE SUPERMARKET,20 Shelburne Shopping Park,,Shelburne,VT,5482,,CHITTENDEN ,"(44.379173, -73.225838)"
WINOOSKI VALLEY COOPERATIVE,MAIN STREET,,PLAINFIELD,VT,5667,,WASHINGTON ,"(44.278084, -72.425957)"
SHOPPING BAG INC,166 North St,,Burlington,VT,5401,4254,CHITTENDEN ,"(44.484695, -73.215393)"
HANNAFORD 357,217 Dorset St,,South Burlington,VT,5403,6208,CHITTENDEN ,"(44.463211, -73.180695)"
LANTMAN'S MARKET,10681 Route 116,,Hinesburg,VT,5461,,CHITTENDEN ,"(44.328854, -73.110214)"
CUMBERLAND FARMS 8001,E MAIN ST & SIAS AVE,,NEWPORT,VT,5855,,ORLEANS ,"(44.94305, -72.193748)"
CITY MARKET,82 S Winooski Ave,,Burlington,VT,5401,3830,CHITTENDEN ,"(44.47813, -73.211105)"
CUMBERLAND FARMS 8002,706 N Main St,,Northfield,VT,5663,6832,WASHINGTON ,"(44.15881, -72.657036)"
Tallmans Store,4286 Main St,Vt Rte 109,BELVIDERE,VT,5442,,LAMOILLE ,"(44.756077, -72.676796)"
BUFFALO MOUNTAIN CO-OP,39 S Main ST,,HARDWICK,VT,5843,,CALEDONIA ,"(44.504223, -72.366814)"
PUTNEY CONSUMERS COOPERATIVE,8 Carol Brown Way,,Putney,VT,5346,,WINDHAM ,"(42.967758, -72.523193)"
BRATTLEBORO FOOD CO-OP,2 Main St,,Brattleboro,VT,5301,3201,WINDHAM ,"(42.850807, -72.557472)"
BOBS MEAT MKT,23 Barlow St,,Saint Albans,VT,5478,1702,FRANKLIN ,"(44.806389, -73.077362)"
PRATTS STORE INC,2504 VT Route 22a,,Bridport,VT,5734,9700,ADDISON ,"(43.994846, -73.311501)"
MIDDLEBURY NATURAL FOOD CO-OP INC,9 Washington St,,Middlebury,VT,5753,1215,ADDISON ,"(44.014717, -73.164978)"
CUMBERLAND FARMS 8003,7 Central St,,Randolph,VT,5060,1057,ORANGE ,"(43.927513, -72.665398)"
CUMBERLAND FARMS 8009,308 N Main St,,Wallingford,VT,5773,9557,RUTLAND ,"(43.476585, -72.976334)"
CLARKS LONDONDERRY IGA,5700 VT Route 100,,Londonderry,VT,5148,9400,WINDHAM ,"(43.229153, -72.815071)"
BG'S MARKET INC,ROUTE 5,,HARTLAND,VT,5048,108,WINDSOR ,"(43.520164, -72.401405)"
EVANSVILLE TRADING POST,645 Evansville Rd,,Orleans,VT,5860,9597,ORLEANS ,"(44.803276, -72.132378)"
WOLCOTT STORE INC,MAIN ST  ROUTE 15,,WOLCOTT,VT,5680,10,LAMOILLE ,"(44.532207, -72.425606)"
Singletons VT Inc,356 Main St,,Proctorsville,VT,5153,,WINDSOR ,"(43.381863, -72.640327)"
BEDARDS CASH MARKET,137 Library Ave,,Rutland,VT,5701,2811,RUTLAND ,"(43.611889, -72.987373)"
SMITH'S GROCERY,767 MAIN ST,,GREENSBORO BEND,VT,5842,88,ORLEANS ,"(44.550484, -72.261925)"
PRUNIERS MARKET,672 Route 4A,,Bomoseen,VT,5732,,RUTLAND ,"(43.608471, -73.208435)"
WHITE MARKET,385 Portland St,,St Johnsbury,VT,5819,2023,CALEDONIA ,"(44.420609, -72.008751)"
EDEN MINI MART,ROUTE 100,,EDEN,VT,5652,,LAMOILLE ,"(44.683338, -72.591507)"
CAGGIGE'S MARKET,172 Granger St,,Rutland,VT,5701,4406,RUTLAND ,"(43.597504, -72.9786)"
SYLVESTERS STORE,20 Main St,,Montgomery Center,VT,5471,7107,FRANKLIN ,"(44.877556, -72.608223)"
PRICE CHOPPER  141,857 Memorial Dr,,St Johnsbury,VT,5819,9272,CALEDONIA ,"(44.443954, -72.015327)"
BETHEL CENTRAL MARKET,MAIN ST,,BETHEL,VT,5032,,WINDSOR ,"(43.828552, -72.630753)"
ISLE LAMOTTE COUNTRY STORE,68 SCHOOL ST,,ISLE LAMOTTE,VT,5463,,GRAND ISLE ,"(44.877567, -73.340073)"
Bimbo Bakeries 8818,1188 Memorial Dr,,Saint Johnsbury,VT,5819,9249,CALEDONIA ,"(44.449493, -72.015564)"
RUTLAND AREA FOOD CO-OP,77 Wales St,,Rutland,VT,5701,4028,RUTLAND ,"(43.605968, -72.977547)"
BEAUDRYS MARKET,2177 Main Rd,,Huntington,VT,5462,9659,CHITTENDEN ,"(44.325993, -72.987183)"
HANNAFORD  398,78 Marshall Ave,,Williston,VT,5495,8920,CHITTENDEN ,"(44.445045, -73.115067)"
CUMBERLAND FARMS 8000,ROCKINGHAM ST,,BELLOWS FALLS,VT,5101,,WINDHAM ,"(43.134155, -72.44442)"
CUMBERLAND FARMS  8005,183 Main St,,Windsor,VT,5089,1305,WINDSOR ,"(43.476063, -72.388069)"
RITE AID 2481,107 E Main St,,Wilmington,VT,5363,,WINDHAM ,"(42.865585, -72.863457)"
TENNEY BROOK MARKET,217 N Main St,,Rutland,VT,5701,2412,RUTLAND ,"(43.624004, -72.975197)"
HANNAFORD 397,896 Putney Rd,Unit 5,Brattleboro,VT,5301,8844,WINDHAM ,"(42.878963, -72.559647)"
NEW MORNING NATURAL FOODS,298 Depot St,,Manchester Center,VT,5255,,BENNINGTON ,"(43.174484, -73.052109)"
Woodstock Farmers Market,468 Woodstock Rd,,Woodstock,VT,5091,1253,WINDSOR ,"(43.616993, -72.542191)"
EAST MAIN MINI MART,477 E Main St,,Newport,VT,5855,5826,ORLEANS ,"(44.943077, -72.194229)"
CUMBERLAND FARMS 8006,107 Northside Dr,,Bennington,VT,5201,1877,BENNINGTON ,"(42.895882, -73.204247)"
CUMBERLAND FARMS INC 8013,535 Main St,,FAIRLEE,VT,5045,,ORANGE ,"(43.914597, -72.195129)"
SHAW'S SUPERMARKET 07516,160A Paine Tpke N,,Berlin,VT,5602,9146,WASHINGTON ,"(44.21217, -72.575195)"
SHAW'S SUPERMARKET 07515,600 Mountain View Dr,,Colchester,VT,5446,1901,CHITTENDEN ,"(44.511616, -73.184433)"
GOUGERS MARKET & DELI,121 Canal St,,Brattleboro,VT,5301,6440,WINDHAM ,"(42.848301, -72.561325)"
HANNAFORD SUPERMARKET & PHARMACY 306,318 S Main St,Green Mountain Plaza,Rutland,VT,5701,,RUTLAND ,"(43.585178, -72.967941)"
LOWELL GENERAL STORE,3042 VT Route 100,,Lowell,VT,5847,9794,ORLEANS ,"(44.793503, -72.44825)"
STEWARTS SHOP 196,194 Woodstock Ave,,Rutland,VT,5701,3304,RUTLAND ,"(43.617985, -72.956909)"
DJ'S CONVIENCE STORE,56 River St,,Montpelier,VT,5602,3721,WASHINGTON ,"(44.249245, -72.565994)"
BURLINGTON BEVERAGE CENTER,208 N Winooski Ave,,Burlington,VT,5401,3618,CHITTENDEN ,"(44.486115, -73.209991)"
SMALL CITY MARKET,2 S Water St,,Vergennes,VT,5491,1299,ADDISON ,"(44.166859, -73.253876)"
"WETHERBY'S QUIK STOP,INC",75 Main St,,Richford,VT,5476,1122,FRANKLIN ,"(44.995373, -72.672668)"
MAC'S STOWE MARKET,88 S Main St,,Stowe,VT,5672,4871,LAMOILLE ,"(44.464981, -72.689407)"
ROXBURY COUNTRY STORE,1616 Roxbury Rd,,Roxbury,VT,5669,9702,ADDISON ,"(44.091591, -72.733727)"
PRICE CHOPPER  127,170 Swanton Rd,,Saint Albans,VT,5478,2601,FRANKLIN ,"(44.836491, -73.080551)"
PUMP & PANTRY,32 Business Ctr Rd,,Williamstown,VT,5679,9321,ORANGE ,"(44.116592, -72.539604)"
St Johnsbury Community Food Cooperative,490 Portland St,,St Johnsbury,VT,5819,2171,CALEDONIA ,"(44.420841, -72.005951)"
WHITE MARKET,PO Box 1519,,Lyndonville,VT,5851,1519,CALEDONIA ,"(44.551388, -72.050949)"
KAMUDAS COUNTRY SUPERMARKET,MAIN STREET,,PITTSFORD,VT,5763,,RUTLAND ,"(43.748642, -72.986786)"
CUMBERLAND FARMS 8004,212 S Main St,,Rutland,VT,5701,4813,RUTLAND ,"(43.593529, -72.969452)"
HANLEY'S STORE,1 Main St,,West Danville,VT,5873,9600,CALEDONIA ,"(44.453671, -72.209999)"
Mr G's Liquidation Center,371 US Route 5 S,,Windsor,VT,5089,9493,WINDSOR ,"(43.469082, -72.392586)"
KINNEY DRUGS 35,3 Centre Dr,,Milton,VT,5468,3779,CHITTENDEN ,"(44.622135, -73.122467)"
KINNEY DRUGS  55,1653 Williston Rd,,S Burlington,VT,5403,6426,CHITTENDEN ,"(44.46413, -73.158951)"
DERBY VILLAGE STORE,MAIN ST,,DERBY,VT,5829,,ORLEANS ,"(44.944847, -72.134529)"
LIBERTY DISCOUNT,7 Liberty St,,Fair Haven,VT,5743,1122,RUTLAND ,"(43.592194, -73.264801)"
E Corinth General Store Inc,8392 VT Route 25,,East Corinth,VT,5040,9749,ORANGE ,"(44.054718, -72.221024)"
PRICE CHOPPER  171,214 Northside Dr,,Bennington,VT,5201,1754,BENNINGTON ,"(42.900593, -73.211693)"
RITE AID 10317,158 Cherry St,,Burlington,VT,5401,,CHITTENDEN ,"(44.479362, -73.212318)"
SIMONS WINOOSKI STORE & DELI,262 Main St,,Winooski,VT,5404,1330,CHITTENDEN ,"(44.496925, -73.185112)"
HANNAFORD 8274,259 Route 7 S,,Milton,VT,5468,3868,CHITTENDEN ,"(44.622585, -73.121826)"
HANNAFORD  308,71 Jayview Dr,,Enosburg Falls,VT,5450,,FRANKLIN ,"(44.912842, -72.797081)"
FASTOP,155 Main St,,Winooski,VT,5404,2028,CHITTENDEN ,"(44.49403, -73.186424)"
SHAW'S SUPERMARKET 07519,8 Washington St,,Middlebury,VT,5753,1207,ADDISON ,"(44.015114, -73.164085)"
SHAW'S SUPERMARKET 07524,195 Old Route 22a,,Fair Haven,VT,5743,9209,RUTLAND ,"(43.638573, -73.296722)"
Shaws Supermarket 07517,570 Shelburne Rd,Ste 1,Burlington,VT,5401,5053,CHITTENDEN ,"(44.449486, -73.209061)"
SHAW'S SUPERMARKET 7530,64 Equinox Ter,,Manchester Center,VT,5255,9252,BENNINGTON ,"(43.172306, -73.06089)"
SHAW'S SUPERMARKET 07525,751 Maple St,,Stowe,VT,5672,4295,LAMOILLE ,"(44.471195, -72.673637)"
SHAW'S SUPERMARKET 07526,27 Mad River Canoe Rd,,Waitsfield,VT,5673,,WASHINGTON ,"(44.185665, -72.837669)"
SHAW'S SUPERMARKET 7529,127 Vt Hwy 12S,,Randolph,VT,5060,,ORANGE ,"(43.959553, -72.687241)"
SHAW'S SUPERMARKET 7531,2 Chester Rd,Ste 1,Springfield,VT,5156,2936,WINDSOR ,"(43.303715, -72.492638)"
SHAW'S SUPERMARKET 07523,55 Depot St,,Poultney,VT,5764,1007,RUTLAND ,"(43.517864, -73.236488)"
SHAW'S SUPERMARKET 07527,213 Main St,Ste 1,Ludlow,VT,5149,1009,WINDSOR ,"(43.395939, -72.703148)"
Shaw's Supermarket 7528,7 Prince Ln,,Bristol,VT,5443,1224,ADDISON ,"(44.133446, -73.07708)"
SHAW'S SUPERMARKET 07521,2 Main St,,Montpelier,VT,5602,,WASHINGTON ,"(44.257816, -72.577644)"
SHAW'S SUPERMARKET 07522,97 E Main St,,Wilmington,VT,5363,9645,WINDHAM ,"(42.865688, -72.86393)"
KMART  3981,2 Diamond Run Mall,,Rutland,VT,5701,,RUTLAND ,"(43.579605, -72.965309)"
ROTARY MART 20,103 Shelburne Rd,,Burlington,VT,5401,4913,CHITTENDEN ,"(44.462723, -73.207954)"
CHAMPLAIN FARMS 280,16 N Main St,,Randolph,VT,5060,1127,ORANGE ,"(43.923595, -72.665222)"
CHAMPLAIN FARMS 270,73 N Main St,,Northfield,VT,5663,6742,WASHINGTON ,"(44.14986, -72.655869)"
CHAMPLAIN FARMS 120,137 S Main St,,Bethel,VT,5032,9631,WINDSOR ,"(43.826984, -72.62944)"
CHAMPLAIN FARMS 320,490 Railroad St,,St Johnsbury,VT,5819,1642,CALEDONIA ,"(44.419601, -72.015396)"
MACS VALLEY MARKET,233 SOUTH MAIN STR,,ROCHESTER,VT,5767,,WINDSOR ,"(43.871529, -72.807991)"
HENRYS MARKET,831 Main St,,Bennington,VT,5201,2640,BENNINGTON ,"(42.879234, -73.182716)"
NORTH AVENUE MOBIL SHORT STOP,1555 North Ave,,Burlington,VT,5408,2429,CHITTENDEN ,"(44.515514, -73.256477)"
PRICE CHOPPER #192,90 Center Rd,,Essex Junction,VT,5452,2658,CHITTENDEN ,"(44.510956, -73.065704)"
FOOD CITY,101 Lake St,,Saint Albans,VT,5478,2218,FRANKLIN ,"(44.810986, -73.087311)"
ALDI INC 29,10 Kocher Dr,,Bennington,VT,5201,1923,BENNINGTON ,"(42.89415, -73.199806)"
HANNAFORD FOOD & DRUG 162,80 Fairgrounds Plz,,Morrisville,VT,5661,8520,LAMOILLE ,"(44.572678, -72.596207)"
SHAW'S SUPERMARKET 07518,71 Boxwood St,,Williston,VT,5495,8211,CHITTENDEN ,"(44.447323, -73.108704)"
CHICKS MARKET,60 Hickok St,,Winooski,VT,5404,1909,CHITTENDEN ,"(44.493267, -73.192741)"
MACS WOODSTOCK MARKET,37 Pleasant St,,Woodstock,VT,5091,1146,WINDSOR ,"(43.626751, -72.511856)"
RITE AID 10310,52 Main St,,Windsor,VT,5089,1308,WINDSOR ,"(43.480778, -72.386047)"
HANNAFORD FOOD & DRUG 161,1127 North Ave Ste 11,,Burlington,VT,5408,2756,CHITTENDEN ,"(44.506817, -73.244812)"
NORTH TUNBRIDGE GENERAL STORE,494 VT ROUTE 110,,NORTH TUNBRIDGE,VT,5077,,ORANGE ,"(43.914299, -72.478363)"
UNION ST GROCERY & REDEMPTION CTR,30 Union St,,Brandon,VT,5733,1143,RUTLAND ,"(43.795616, -73.08831)"
HANNAFORD SUPERMARKET 129,456 S Barre Rd,,Barre,VT,5641,8107,WASHINGTON ,"(44.174213, -72.507019)"
SOUTH ROYALTON MARKET,222 CHELSEA ST,,SOUTH ROYALTON,VT,5068,,WINDSOR ,"(43.820908, -72.521103)"
WALMART  2530,1 Rutland Shopping Plz,,Rutland,VT,5701,5201,RUTLAND ,"(43.606487, -72.980659)"
WALMART 2289,210 Northside Dr,Ste 1,Bennington,VT,5201,1766,BENNINGTON ,"(42.900455, -73.211479)"
SAXTONS RIVER VILLAGE MKT,25 Main St,,Saxtons River,VT,5154,,WINDHAM ,"(43.138748, -72.50705)"
Schwans Home Service RUTLAND DEPOT  #102720 102720,310 Innovation Dr,,North Clarendon,VT,5759,9436,RUTLAND ,"(43.524498, -72.955376)"
DISCOUNT FOOD OF POULTNEY,298 E Main St,,Poultney,VT,5764,1169,RUTLAND ,"(43.518002, -73.226952)"
FRANKLIN GENERAL STORE,5243 Main St,,Franklin,VT,5457,9504,FRANKLIN ,"(44.982601, -72.916145)"
Waterville Market,513 VT Route 109,,Waterville,VT,5492,9679,LAMOILLE ,"(44.689636, -72.769279)"
CENTRAL BEVERAGE,4 CENTRAL ST,,ESSEX JUNCTION,VT,5452,,CHITTENDEN ,"(44.492962, -73.110085)"
CHAMPLAIN FARMS 90,15 S Main St,,Barre,VT,5641,4824,WASHINGTON ,"(44.195877, -72.501297)"
ISLAND BEVERAGE & REDEMPTION,1 Ferry Rd,,South Hero,VT,5486,4401,GRAND ISLE ,"(44.664444, -73.322922)"
RITE AID 10311,112 Rockingham St,,Bellows Falls,VT,5101,1331,WINDHAM ,"(43.13644, -72.44812)"
WINCHESTERS STORE,ROUTE 7,,POWNAL,VT,5261,,BENNINGTON ,"(42.74482, -73.213142)"
DOWNTOWN QUICK STOP,93 S Winooski Ave,,Burlington,VT,5401,3832,CHITTENDEN ,"(44.478088, -73.211182)"
SOUTH MAIN QUICK STOP,301 S Main St,,Richford,VT,5476,1136,FRANKLIN ,"(44.987888, -72.678062)"
SHAW'S SUPERMARKET 7536,115C Monkton Rd,,Vergennes,VT,5491,9778,ADDISON ,"(44.171837, -73.240158)"
WARDSBORO COUNTRY STORE,23 MAIN ST,,WARDSBORO,VT,5355,,WINDHAM ,"(43.041004, -72.789848)"
RAIL CITY MARKET,8 S Main St,,Saint Albans,VT,5478,2273,FRANKLIN ,"(44.810619, -73.083519)"
BURLINGTON FARMERS MKT,149 Church St,City Hall,Burlington,VT,5401,,CHITTENDEN ,"(44.476357, -73.212547)"
G & L GENERAL STORE,2813 Route 22A,,Benson,VT,5743,9689,RUTLAND ,"(43.718269, -73.298744)"
WALMART  2224,863 Harvest Ln,,Williston,VT,5495,7319,CHITTENDEN ,"(44.443352, -73.121162)"
WALMART 2682,282 Berlin Mall Rd,Ste 1,Berlin,VT,5602,8493,WASHINGTON ,"(44.215103, -72.565765)"
WALGREENS  7270,467 Canal St,,Brattleboro,VT,5301,,WINDHAM ,"(42.839333, -72.565132)"
SHARON TRADING POST,5038 ROUTE 14,,SHARON,VT,5065,70,WINDSOR ,"(43.784016, -72.454628)"
CAMBRIDGE VILLAGE MARKET,113 S Main St,,Cambridge,VT,5444,9665,CHITTENDEN ,"(44.644684, -72.876816)"
Newport Farmers Market,CAUSEWAY ST,,Newport,VT,5855,,ORLEANS ,"(44.924091, -72.191223)"
RITE AID  4159,4408 US ROUTE 5,,DERBY,VT,5829,618,ORLEANS ,"(44.951679, -72.158287)"
Rite Aid 10309,12 N Main St,,Randolph,VT,5060,1127,ORANGE ,"(43.923397, -72.665146)"
QUALITY MARKET,155 Washington St,,Barre,VT,5641,4330,WASHINGTON ,"(44.192406, -72.493111)"
APPLE TREE,30 Mountain View Plz,,Morrisville,VT,5661,8534,LAMOILLE ,"(44.572308, -72.591347)"
HANNAFORD FOOD AND DRUG 121,260 Court St,Ste 6,Middlebury,VT,5753,4427,ADDISON ,"(44.003021, -73.15493)"
SHAW'S SUPERMARKET 07610,4340 US Route 5,,Derby,VT,5829,,ORLEANS ,"(44.951706, -72.157196)"
CHAMPLAIN FARMS 40,219 Main St,,Burlington,VT,5401,8321,CHITTENDEN ,"(44.475906, -73.21122)"
FASTOP 110,377 N Main St,,Barre,VT,5641,4155,WASHINGTON ,"(44.202755, -72.507927)"
SONNY'S PIT STOP,228 Canal St,,Brattleboro,VT,5301,6464,WINDHAM ,"(42.845795, -72.563065)"
